ID,Language_ID,Parameter_ID,Value,Code_ID,Comment,Source,Source_comment,Coders
GB257-sibe1251,sibe1251,GB257,1,GB257-1,,"g_Nedjalkov_Evenki[3-4, 289, 318]","Nedjalkov (1997:3-4, 289, 318)",NH
GB257-sich1238,sich1238,GB257,0,GB257-0,,g_Gerner_Nuoso[505],Gerner (2013:505),JLA
GB257-sici1248,sici1248,GB257,?,,"probably yes, but no information found",s_Bigalke_Siciliano;s_Privitera_Sicilian,Bigalke 1997: in passim; Privitera 1998: in passim,MM
GB257-sici1249,sici1249,GB257,0,GB257-0,,g_Garber_Senufo-Sucite[313-314],Garber (1987:313-314),CK
GB257-sida1246,sida1246,GB257,1,GB257-1,,g_Kawachi_Sidaama[72],Kawachi 2007:72,SVM
GB257-siee1239,siee1239,GB257,1,GB257-1,,g_Crowley_Erromangan[235],Crowley 1998: 235,EK;MM
GB257-sier1248,sier1248,GB257,?,,,s_Hasler_Nahuatl-Tehuacan-Zongolica_2000,Hangert (2001),RHE
GB257-sier1250,sier1250,GB257,1,GB257-1,"All polar interrogative examples show no formal distinctions from non-interrogatives, and I therefore assume (although it is not explicitly said) that it is strictly intonation which signals interrogation.",g_Foreman_Macuiltianguis[160],Foreman 2006: 160,JE
GB257-sika1261,sika1261,GB257,?,,Not discussed,d_Donner_Sikaiana,Donner 1987,NP
GB257-siks1238,siks1238,GB257,?,,,typ_Bliss_Blackfoot[226-230],Bliss (2014:226-230),CAO;EJ
GB257-siku1242,siku1242,GB257,1,GB257-1,,s_Kahler_Sichule[18],Kahler 1955: 18,MM
GB257-sile1255,sile1255,GB257,0,GB257-0,,s_Daniels_Sirva[739],Daniels (2015: 739),EJ;TWI
GB257-simb1256,simb1256,GB257,1,GB257-1,,sd_Lanyon-Orgill_Eddystone[41],Lanyon & Orgill 1969:41,NP
GB257-sina1266,sina1266,GB257,1,GB257-1,,g_Tauberschmidt_Sinaugoro[11],Tauberschmidt 1999:11,ED
GB257-sing1264,sing1264,GB257,0,GB257-0,,g_Morey_Turung[638],Morey (2010:638),BHR
GB257-sini1242,sini1242,GB257,0,GB257-0,,,"Diagne, Anna Marie (p.c. 2013)",HS
GB257-sion1247,sion1247,GB257,0,GB257-0,"(Autotranslated from HG213:* -> GB257:*, given [0] HG213. Polar questions: intonation only)",estd_Wheeler_Siona[160],Wheeler 1987:160,HunterGatherer
GB257-sioo1240,sioo1240,GB257,?,,,s_ClarkClark_Sio[23],Clark & Clark 1987:23,NP
GB257-sira1267,sira1267,GB257,0,GB257-0,,g_Adelaar_Siraya[95-98],Adelaar (2011:95-98),JG
GB257-siri1273,siri1273,GB257,0,GB257-0,,g_Schermair_Siriono[74],Schermair (1949:74),RHE
GB257-siri1274,siri1274,GB257,0,GB257-0,,s_CriswellBrandrup_Siriano,Criswell and Brandrup 2000,RHE
GB257-sirz1237,sirz1237,GB257,0,GB257-0,,g_SumbatovaLander_Darginskij[380-381],Sumbatova (2014:380-381),NH
GB257-situ1238,situ1238,GB257,0,GB257-0,,"g_Prins_rGyalrong-Jiaomuzu[321, 323, 486-487, 515-518]","Prins (2011:321, 323, 486-487, 515-518)",RHA
GB257-sius1254,sius1254,GB257,?,,,g_Frachtenberg_Siuslawan[599],Frachtenberg (1922:599),HPG
GB257-siwi1239,siwi1239,GB257,1,GB257-1,The last vowel of a sentence is lengthened to form a question.,s_Vycichl_Siwi[213],"Vycichl (2005:213), Souag (20120:452)",NB
GB257-siwu1238,siwu1238,GB257,?,,,g_FordIddah_Siwu[3],Ford 1973:3.6.2,HS
GB257-siyi1240,siyi1240,GB257,0,GB257-0,,g_Sarangthem_Sizang[126-127],Sarangthem (2010:126-127),MJ
GB257-skol1241,skol1241,GB257,0,GB257-0,,g_Feist_Skolt-Saami[319],Feist 2010:319,RK
GB257-slov1268,slov1268,GB257,1,GB257-1,,g_Herrity_Slovene[336],Herrity 2000: 336,MM
GB257-sobe1238,sobe1238,GB257,?,,Unable to confirm as the sections on interrogatives are very brief and there aren't enough examples.,s_Sterner_Sobei[172];s_SternerRoss_Sobei[184],Sterner and Ross 2002:184; Sterner 1976:172,JRI
GB257-soch1239,soch1239,GB257,1,GB257-1,,g_Foris_Sochiapan[341-344],Foris 2000:341-344,JG
GB257-soga1242,soga1242,GB257,0,GB257-0,,g_Nabirye_Lusoga[395],Nabirye (2016:395),ER
GB257-soli1239,soli1239,GB257,?,,,s_vanEeden_Soli[1-51],Eeden (1936:1-51),ML
GB257-soni1259,soni1259,GB257,0,GB257-0,Not clear enough.,,"Diagne, Anna Marie (p.c. 2013)",HS
GB257-sons1242,sons1242,GB257,1,GB257-1,,g_Oda_Pulo-Annian[22],Oda 1977:22,DP
GB257-sooo1254,sooo1254,GB257,0,GB257-0,,g_Lerthirunwong_So[83-87],Lerthirunwong (1980:83-87),JG
GB257-sooo1256,sooo1256,GB257,1,GB257-1,,g_Carlin_So[113],Carlin 1993:113,SVM
GB257-sora1254,sora1254,GB257,0,GB257-0,Polar interrogation is marked by a question particle and a final intonation contour.,s_Chandrasekhara_Savara[175],Chandrasekhara (2010:175),TWI
GB257-sout1528,sout1528,GB257,0,GB257-0,,g_Alexander_Bosnian-Croatian-Serbian[9],Alexander 2006: 9,MM
GB257-sout1549,sout1549,GB257,1,GB257-1,,s_Bhattacharya_Naiki[96],"Bhattacharya1961, p.96",JI;NK
GB257-sout2649,sout2649,GB257,?,,,g_David_Pashto[417],David 2014: 417,VG
GB257-sout2674,sout2674,GB257,1,GB257-1,,,Kowalik (to appear),RK
GB257-sout2715,sout2715,GB257,?,,No mention,s_Paudel_Ghale[168-185],Paudel (2008:168-185),BHR
GB257-sout2728,sout2728,GB257,0,GB257-0,,g_Huang_Puxi[224],Huang (2004:224),BHR
GB257-sout2729,sout2729,GB257,0,GB257-0,,g_Ding_Prinmi_2014[208-210],Ding 2014:208-210,ML
GB257-sout2730,sout2730,GB257,0,GB257-0,Polar interrogation marked with question particle.,g_Wiersma_Bai[199],Wiersma (1990:199),MY
GB257-sout2782,sout2782,GB257,0,GB257-0,,g_Kramer_Fali[197],Kramer 2014:197,RK
GB257-sout2797,sout2797,GB257,?,,Not mentioned,s_Prost_Toussian[251-342],Prost (1964: 251-342),NL
GB257-sout2807,sout2807,GB257,0,GB257-0,,g_DokeMofokeng_Southern-Sotho[433-435],Doke & Mofokeng (1957:433-435),ML
GB257-sout2826,sout2826,GB257,?,,,g_Innes_Grebo[108],Innes (1966:108),KS
GB257-sout2856,sout2856,GB257,1,GB257-1,,g_Thieberger_SEfate_2004[286],Thieberger 2004:286,JLA
GB257-sout2857,sout2857,GB257,1,GB257-1,,g_Dimock_Nahavaq[186-187],Dimock (2009:186-187),JN
GB257-sout2859,sout2859,GB257,1,GB257-1,,s_Crowley_Ambrym[669],Crowley (2002:669),JN
GB257-sout2869,sout2869,GB257,0,GB257-0,,s_Lynch_Tanna[53-54],Lynch (1982:53-54),JW
GB257-sout2895,sout2895,GB257,1,GB257-1,,g_Bolton_Nuaulu[131],Bolton 1990: 131,JY
GB257-sout2896,sout2896,GB257,1,GB257-1,"""Simple yes–no questions in Atadei have the same syntactic structure as declarative clauses with altered intonation. ",s_Krausse_Eastern-Atadei[125],Krauße 2016:125,JRI
GB257-sout2912,sout2912,GB257,?,,"Not mentioned, short grammar. ","g_Meman_Bikol[275, 300]","Meman (1990:275, 300)",JG
GB257-sout2918,sout2918,GB257,?,,No mention of polar interrogatives costructions in grammar,g_Jun_SSinama,Akamine 2003,DP
GB257-sout2954,sout2954,GB257,0,GB257-0,,s_Niinaga_Yuwan[76],Niinaga (2010:76),NH
GB257-sout2956,sout2956,GB257,0,GB257-0,,g_Enrico_Haida[131-133],Enrico (2003:131-133),BHR
GB257-sout2959,sout2959,GB257,1,GB257-1,,g_Rice_Slave[1123-1137],Rice (1989:1123-1137),BHR
GB257-sout2976,sout2976,GB257,1,GB257-1,,styp_Salido_Southeastern-Tepehuan[130],Garcia Salido 2014:130,RHE
GB257-sout2985,sout2985,GB257,?,,No mention,"g_Freeland_Central-Sierra-Miwok[44-45, 169]","Freeland (1951:44-45, 169)",BHR
GB257-sout2989,sout2989,GB257,?,,"no information available on polar questions. Elliott does not describe intonation for questions; there are no interrogative examples in the text that do not have some kind of interrogative morphology. However, based on the available description, we can’t rule out this possibility, and I have therefore coded ‘?’.",g_Elliott_Enxet-Sur[314-325];type_Susnik_Maskoy,Sušnik (1977); Elliott 2021: 314-325,HS;JE;RHE
GB257-sout2994,sout2994,GB257,0,GB257-0,,g_Kroeker_Nambikuara_2001_IJAL[23-24],Kroeker (2001: 23-24),AR
GB257-sout2996,sout2996,GB257,0,GB257-0,,g_Coler_Muylaq-Aymara_2014[656-658],Coler 2014: 656-658,JVE;MP
GB257-sout3236,sout3236,GB257,0,GB257-0,,g_Ahland_Gumuz[207],Ahland (2012:207),LR
GB257-sout3262,sout3262,GB257,1,GB257-1,"quite certainly, but few examples",,"Gerson Klumpp, p.c.",RK
GB257-sril1245,sril1245,GB257,1,GB257-1,,g_Nordhoff_SLM[148],Nordhoff (2009:148),JLA
GB257-stan1289,stan1289,GB257,1,GB257-1,,g_Wheeler_Catalan[486],Wheeler 1999: 486,MM
GB257-stan1290,stan1290,GB257,1,GB257-1,,g_JudgeHealey_French[419],Judge & Healey (1983:419),BHR
GB257-stan1293,stan1293,GB257,1,GB257-1,,"g_HuddlestonPullum_English[868, 890]","Huddleston & Pullum (2002:868, 890)",IC;JG;JLA
GB257-stan1306,stan1306,GB257,1,GB257-1,,g_Mintz_Malay-Indonesian[238-239],Mintz (1994:238-239),JG
GB257-stan1318,stan1318,GB257,0,GB257-0,,g_Ryding_Modern-Standard-Arabic[405],Ryding (2005:405),NB
GB257-suba1238,suba1238,GB257,?,,Not mentioned,s_Ochieng_Suba[1-93],Ochieng 2015:1-93,ER
GB257-suda1237,suda1237,GB257,1,GB257-1,,s_ManfrediPetrollino_Juba-Arabic[62],"Manfredi, Petrollino (2013:62)",NB
GB257-sude1239,sude1239,GB257,1,GB257-1,,s_AndersonRoss_Sudest[344],Anderson & Ross 2002:344,NP
GB257-suku1259,suku1259,GB257,?,,Polar interrogation is not discussed in depth.,g_Piper_Suku[109-429],Piper (1977:109-429),JN
GB257-suku1261,suku1261,GB257,?,,No mention of such a feature,g_Batibo_Kesukuma[1-340],Batibo (1985: 1-340),AH
GB257-sume1241,sume1241,GB257,?,,Polar interrogation is not treated.,g_Jagersma_Sumerian[1-747],Jagersma (2010: 1-747),GB
GB257-sumi1235,sumi1235,GB257,0,GB257-0,,g_Sreedhar_Sema[86];s_Hutton_Sema-Naga[22],Sreedhar 1980:86; Hutton 1916:22,JV
GB257-sund1252,sund1252,GB257,1,GB257-1,,s_Muller-Gotama_Sundanese[54-57],Müller-Gotama (2001:54-57),TY
GB257-sunw1242,sunw1242,GB257,?,,Not mentioned,g_Borchers_Sunwar_2017[1-310],Borchers (2007:1-310),EJ
GB257-supy1237,supy1237,GB257,0,GB257-0,,g_Carlson_Supyire[527-529],Carlson (1994:527-529),CK
GB257-surg1248,surg1248,GB257,?,,"Probably yes, but there are no comments about it.",22080[441],Filchenko 2007:441;513,RK
GB257-surs1246,surs1246,GB257,1,GB257-1,,s_Hutchisson_Sursurunga[101],Hutchisson 1975:101,NP
GB257-suru1261,suru1261,GB257,0,GB257-0,"(Autotranslated from HG213:* -> GB257:*, given [?] HG213. Polar questions: intonation only); MM changed value and added source",stypd_Lopes_Surui[126],Lopes 2014: 126,MM
GB257-susu1250,susu1250,GB257,1,GB257-1,"Polar interrogation can be marked with high-tone (""[. . .] a cette condition est une courbe melodique montante accompagnant l'enonce [. . .] qui est globalement relativement haute, avec une modulation vers le haut sur la derniere syllabe"" (Toure, 2004: 103)); this quote also seems to justify a positive mark for this feature, as the high-tone is not global to the utterance, not simply limited to a single constituent. However, there are also polar interrogtive particles: for explication, ""korr""; and for assertion, ""ba"", and ""kaa"". However, they appear to be separate constructions (""D'autre facon de formuler l'interrogation est l'emploi de particules qui sont differentes de celles deja etudiees."" (Toure, 2004: 103)).",g_Toure_Soso[103],Toure 2004:103,JP
GB257-swah1253,swah1253,GB257,1,GB257-1,,g_Ashton_Swhaili_1977[23],Ashton (1947: 23a-23b),AH
GB257-swed1254,swed1254,GB257,?,,This seems likely but is not expressly stated in the grammar. ,g_HolmesHinchliffe_Swedish_2013[551-552],Holmes and Hinchcliff 2013:551-552,SR
GB257-taba1263,taba1263,GB257,?,,"Fortgens (1928) contains one example of a polar question, where word order and verbal morphology are the same as in declarative sentences. Since there is no polar interrogative particle, marking the polar question with intonation could be a possibility. Kotynski (1988) does not mention polar questions. There can be no conclusive coding of this feature from the limited information in the consulted literature.",s_Fortgens_Tabaroesch[391];s_Kotynski_Tabaru;s_Kotynski_Tabaru_MA,Fortgens (1928:391); Kotynski (1988:in passim),JLA;JR
GB257-tabo1241,tabo1241,GB257,0,GB257-0,,g_Schlatter_Tabo[248],Schlatter (2003:248ff),RHE
GB257-tafi1243,tafi1243,GB257,1,GB257-1,,g_Bobuafor_Tafi[244],Bobuafor 2013:244,SVM
GB257-taga1272,taga1272,GB257,1,GB257-1,"Polar interrogation is only marked by intonation, if formally at all.",s_DuboisDubois_Tagabawa[24],DuBois and DuBois 1991:24,JE
GB257-tagb1258,tagb1258,GB257,?,,,47009;s_Hussey_Aborlan-Tagbanwa,Hussey 1965; Hussey 1966,JY
GB257-tagi1241,tagi1241,GB257,?,,,s_DasGupta_Tagin[9-10],Das Gupta (1983:9-10),EJ;JK
GB257-tago1246,tago1246,GB257,?,,Polar interrogation not treated,hvs_Stevenson_Nuba;s_Meinhof_Tagoy;s_SchadebergElias_Orig;typ_Alamin_Tagoi-Pronominal,Meinhof_Tagoy (1915-1916); Stevenson (1956-1957); Alamin (2015); Schadeberg & Elias (1979),HH
GB257-tagw1240,tagw1240,GB257,?,,,sd_Casimir_Tagbana[1-412],Casimir (1988:1-412),ER
GB257-taha1241,taha1241,GB257,1,GB257-1,,g_Nehlil_Ghat[54],Nehlil 1909:54,NP
GB257-tahi1242,tahi1242,GB257,1,GB257-1,,g_LazardPeltzer_Tahitienne[110],Lazard & Peltzer 2000:110,NP
GB257-taia1239,taia1239,GB257,?,,,"s_KulickStroud_Taiap[209, 222]","Kulick and Stroud (1992:209, 222)",CAO
GB257-taib1242,taib1242,GB257,0,GB257-0,Not mentioned,s_Chan_Hokkien;s_Fang_Hokkien;typ_Soh_Shanghai-Hokkien,Chan (1982); Soh (2001); Fang (2010),JLA
GB257-taji1246,taji1246,GB257,1,GB257-1,"The author states that interrogative sentences may be marked by intonation ""but this needs further research""",g_Mayani_Tajio[168],Mayani (2013:168),RHA
GB257-take1257,take1257,GB257,0,GB257-0,"No mention, presumably not. ","gt_Sapir_Takelma[16, 277]","Sapir (1990:16, 277)",JG
GB257-taku1257,taku1257,GB257,1,GB257-1,,sd_Moyle_Takuu[23],Moyle 2011:23,NP
GB257-tali1259,tali1259,GB257,?,,Not discussed,d_Crowley_Tolo;s_Capell_Inakona,Capell 1930; Crowley 1986,NP
GB257-tama1331,tama1331,GB257,0,GB257-0,,hvw_Edgar_Tama_Lexicon[37],Edgar 1991:37,RK
GB257-tama1365,tama1365,GB257,1,GB257-1,,g_Heath_Tamashek[649],Heath 2005:649,NP
GB257-tamb1254,tamb1254,GB257,1,GB257-1,,hvs_Omar_Malay-Malaysia[293],Omar 1983:293,JLA
GB257-tami1289,tami1289,GB257,0,GB257-0,,g_Lehmann_Tamil[232-233],Lehmann 1993:232-233,TWE
GB257-tami1290,tami1290,GB257,?,,There is no data on polar interrogation.,s_Bamler_Tami,Bamler 1900:in passim,KSA
GB257-tane1237,tane1237,GB257,1,GB257-1,,hvs_Francois_Vanikoro,François 2009; Tryon 2002:584,NP
GB257-tang1334,tang1334,GB257,?,,"No mention, short grammar.",s_Gong_Tangut_2017[818-820],Gong (2017:818-820),JG
GB257-tang1336,tang1336,GB257,1,GB257-1,,"g_Devi_Tangkhul[107-108, 275-277]","Devi (2011:107-108, 275-277)",JG
GB257-tang1347,tang1347,GB257,?,,Not mentioned,s_Ray_Tangoa[366],Ray (1926:366),JC
GB257-tang1348,tang1348,GB257,?,,Not discussed,s_Maurer_Tangga,Maurer 1966,RSC
GB257-tang1373,tang1373,GB257,0,GB257-0,,sv_Xu_Tangwang[161],Xu (2017:161),JLA
GB257-tang1377,tang1377,GB257,?,,,g_Post_Tangam[137],Post (2017:137),JLA
GB257-tani1257,tani1257,GB257,0,GB257-0,"(Autotranslated from HG213:* -> GB257:*, given [0] HG213. Polar questions: intonation only)",g_Strom_Retuara[141],Strom 1992:141,HunterGatherer
GB257-tanz1241,tanz1241,GB257,1,GB257-1,,s_Ngonyani_Chingoni[89],Ngonyani (2003:89),BHR
GB257-tara1313,tara1313,GB257,0,GB257-0,,g_Singh_Tarao[99],Singh (2002:99),BHR
GB257-tara1319,tara1319,GB257,0,GB257-0,,s_Aoi_Tarama[417],Aoi (2015:417),NH
GB257-tari1256,tari1256,GB257,0,GB257-0,"Polar questions do not contain any question word, they are marked by rising intonation and one of the evidential markers (see Aikhenvald 2003:502).",g_Aikhenvald_Tariana[502],Aikhenvald (2003:502),OK
GB257-tari1263,tari1263,GB257,1,GB257-1,,152252[184],Harries 1974:184,HW
GB257-tata1255,tata1255,GB257,1,GB257-1,,g_Poppe_Tatar_1963[126],Poppe (1963:126),NH
GB257-tata1257,tata1257,GB257,1,GB257-1,,g_Dillon_Tatana[131],Dillon 1994:131,KSA
GB257-tata1258,tata1258,GB257,?,,Only 1 example found - no interrogative marking or description provided. No other information on interrogation. ,g_Sullivant_Tataltepec[281],Sullivant 2015:281,JG
GB257-taul1251,taul1251,GB257,1,GB257-1,,"g_Meng_Tulil[27, 94]","Meng 2018:27, 94",RSC
GB257-taus1251,taus1251,GB257,?,,,g_Rubino_Tausug[103],Rubino 2006:103,KSA
GB257-taus1253,taus1253,GB257,0,GB257-0,,phon_Ortiz_Taushiro[72],Ortiz (1975: 72),RHE
GB257-tawa1286,tawa1286,GB257,1,GB257-1,Not mentioned,g_Sudlow_Tamasheq[61],Sudlow (2001:61),KS
GB257-taya1257,taya1257,GB257,1,GB257-1,,g_Kossmann_Ayer-Tuareg[135],Kossmann (2011:135),NB
GB257-tbol1240,tbol1240,GB257,0,GB257-0,,g_Forsberg_Tboli[107-108],Forsberg (1992:107-108),JG
GB257-tean1237,tean1237,GB257,1,GB257-1,,s_Tryon_Buma[584],Tryon 2002:584,SY
GB257-teda1241,teda1241,GB257,?,,"“Dans cette langue exclusivement parlée le ton suffit souvent à donner une tournure interrogative à une phrase ...” As Tedaga is tonal but this grammar does not mark it, it is not clear whether polar interrogation is marked by intonation or tone, although the former appears more likely.",s_LeCoeurLeCoeur_Teda-Daza[121];sd_LeCoeurLeCoeur_Teda-Daza[121],LeCoeur and LeCoeur 1956:121,NP
GB257-tedi1235,tedi1235,GB257,0,GB257-0,,"s_Otsuka_Tiddim-Chin[114, 126]","Otsuka (2014:114, 126)",JG
GB257-tega1236,tega1236,GB257,?,,Polar interrogation not treated,hvs_Stevenson_Nuba;s_Meinhof_Tegele;typ_Aldawi_Rashad;w_Schadeberg_Rashad[339-343],Aldawi (2017); Schadeberg (2013:339-343); Meinhof (1916-1917); Stevenson (1956-1957),HH
GB257-tehu1242,tehu1242,GB257,?,,"Unclear. Example 194 (Garay, 1998: 424) shows that this might be possible, since the irrealis mood marker is not present (but the phrase is indicated to be a question), but interrogative phrases in Tehuelche are observed to carry ascending intonation. Examples on the following pages do show that there is a clear preference to drop the irrealis mood marker for negative interrogative phrases; however, this could be considered interrogative marking via the negator.",g_Garay_Tehuelche[422-428];sd_Garay_Tehuelche[9-29];st_Garay_Tehuelche[7-22],Garay (2004: 9-29); Garay & Hernandez (2006: 7-22); Garay (1998: 422-428),JP
GB257-teke1275,teke1275,GB257,1,GB257-1,,s_Linton_Latege[1-13];sd_Prat_Tege[37-39],Prat 1904:37-39; Linton 2014:1-13,JV
GB257-tekt1235,tekt1235,GB257,1,GB257-1,,s_Stevenson_Tectiteco[33],Stevenson (1987: 33ff),RHE
GB257-telu1262,telu1262,GB257,0,GB257-0,,g_Krishnamurti_Telugu[314],Krishnamurti and Gwynn 1985:314f.,JI;NK
GB257-tema1239,tema1239,GB257,?,,,s_SchumannGarcia_Nahual-Almomoloa,Schumann Galvez and García de Leon 1966,RHE
GB257-temb1272,temb1272,GB257,?,,Not mentioned.,s_Mangulu_Babale[201-220];s_Mangulu_Kunda[201-220];s_Mangulu_Motembo[201-220],Mangulu (1990: 201-220),JLE
GB257-temi1246,temi1246,GB257,?,,,"s_Benjamin_Temiar[164, 179]","Benjamin (1976:164, 179)",JG
GB257-temo1245,temo1245,GB257,1,GB257-1,,s_Lastra_Otomi-Cuexcontitlan,Lastra 1989,RHE
GB257-temp1235,temp1235,GB257,?,,"Short grammar, no overt mention of polar interrogation. Unable to confirm from examples / glossing.",s_Robinson_Tindal[23],Robinson 2005:23,JRI
GB257-tene1248,tene1248,GB257,0,GB257-0,,g_Heath_Togo-Kan_2011[326],Heath (2011:326),LR
GB257-teng1272,teng1272,GB257,?,,,g_Conners_Tengger-Javanese,Conners 2008,VG
GB257-tenn1246,tenn1246,GB257,1,GB257-1,,s_Randal_Tennet_1998[250-251],Randal (1998:250-251),JW
GB257-teop1238,teop1238,GB257,?,,Not discussed,g_Mosel_Teop;s_MoselThiesen_Teop,Mosel 2005; Mosel and Thiesen 2007,NP
GB257-tepe1278,tepe1278,GB257,?,,,s_Mason_Tepecano,Mason 1917,RHE
GB257-tera1251,tera1251,GB257,?,,The author explicitly mentions that he did not check whether polar interrogation can be marked by intonation only.,g_Newman_Tera_1970[150],Newman (1970:150),JN
GB257-teri1250,teri1250,GB257,0,GB257-0,,g_Quesada_Teribe[66],Quesada (2000:66ff),RHE
GB257-tern1247,tern1247,GB257,1,GB257-1,,g_Hayami-Allen_Ternate[167],Hayami-Allen (2001:167),HPG
GB257-tete1251,tete1251,GB257,1,GB257-1,,g_Tuggy_Tetelcingo-Nahuatl_1979,Tuggy 1979,RHE
GB257-tetu1246,tetu1246,GB257,1,GB257-1,,g_Williams-vanKlinkenetal_Tetun[9],Williams-van Klinken 2003: 9,MM
GB257-teun1241,teun1241,GB257,?,,not enough information,s_Chlenova_Teun,Chlenova 2006: in passim,MM
GB257-tezo1238,tezo1238,GB257,0,GB257-0,,g_Williams_Texoatlan[213],Ferguson de Williams 2007: 213,RHE
GB257-thad1238,thad1238,GB257,0,GB257-0,,g_Haokip_Thadou[149],Haokip (2014:149),BHR
GB257-thak1245,thak1245,GB257,1,GB257-1,"Polar interrogation is indicated by verbal morphology. However, the verbal noun does not distinguish between declarative and interrogative forms.",g_Georg_Thakali[222-223],Georg 1996:222-223,TWE
GB257-than1259,than1259,GB257,?,,,g_Turin_Thangmi_2006[3-862],Turin (2006:3-862),EJ;JK
GB257-thao1240,thao1240,GB257,1,GB257-1,,"styp_Wang_Thao[249-250, 261, 295-298]","Wang (2004:249-250, 261, 295-298)",JG
GB257-thar1283,thar1283,GB257,?,,,s_Lindblom_Tharaka[3-50],Lindblom (1914:3-50),ML
GB257-thir1234,thir1234,GB257,0,GB257-0,"Varies with dialect: Second Mesa = 1, Third Mesa = 0",11343[48-51];g_Jeanne_Hopi[176-179];g_KalectacaLangacker_Hopi[102];s_Whorf_Hopi[177],Whorf 1946:177; Kalectaca & langacker 1978:102; Jeanne 1978:176-179; Langacker 1977:48-51,RSC
GB257-thul1246,thul1246,GB257,?,,,g_Lahaussois_Thulung[1-390],Lahaussois (2002:1-390),CAO;EJ
GB257-thur1254,thur1254,GB257,?,,"(Autotranslated from HG213:* -> GB257:*, given [?] HG213. Polar questions: intonation only)",s_Eades_Dharawal[59],Eades 1976:59,HunterGatherer
GB257-tibe1272,tibe1272,GB257,0,GB257-0,,g_Tournadre_Tibetan[85],Tournadre and Dorje 2003:85,ED
GB257-tibe1274,tibe1274,GB257,?,,,"s_Djouonzo_Tiba[142-144, 156]","Djouonzo (2005:142-144, 156)",JK
GB257-ticu1245,ticu1245,GB257,0,GB257-0,"(Autotranslated from HG213:* -> GB257:*, given [0] HG213. Polar questions: intonation only)",g_Rodriguez_Tikuna[154],Montes Rodríguez 2004:154,HunterGatherer
GB257-tief1242,tief1242,GB257,0,GB257-0,,g_Winkelmann_Cefo[208],Winkelmann 1998:208,RK
GB257-tief1244,tief1244,GB257,0,GB257-0,,s_Heath_Tiefo-Nyafogo[104],Heath (2017:104),IC
GB257-tien1242,tien1242,GB257,?,,,g_Ellington_Tiene[1-158],Ellington (1977:1-158),ML
GB257-tiga1245,tiga1245,GB257,1,GB257-1,,g_Beaumont_Tigak[18],Beaumont 1979:18,NP
GB257-tigo1236,tigo1236,GB257,0,GB257-0,,g_Richter_Mbembe_2014[257-258],Richter (2014:257-258),NH
GB257-tika1246,tika1246,GB257,0,GB257-0,polar interrogative is marked by a clause-final phonologically-bound exponent,g_Stanley_Tikar[449],Stanley (1991: 449ff),RHE
GB257-tiko1237,tiko1237,GB257,?,,"Interrogative phrases have special intonation, but does not mention polar interrogation",phon_Dodenhoff_Tikopia[163];s_Early_Tikopia[15],Early 1981:15; Dodenhoff 1982:163,RSC
GB257-tilu1238,tilu1238,GB257,1,GB257-1,,"s_Opgenort_Tilung[357, 374-375]","Opgenort (2014:357, 374-375)",JK
GB257-timn1235,timn1235,GB257,0,GB257-0,,g_Kamarah_Temne[151-152];g_Yillah_Temne[99-103],Yillah (1992:99-103); Kamarah (2007:151-152),SPI
GB257-timu1262,timu1262,GB257,1,GB257-1,,"g_Prentice_Murut[12, 152]","Prentice 1971: 12, 152",JY
GB257-tina1248,tina1248,GB257,1,GB257-1,,s_Roque_Zambal[108-109],Roque 1970: 108-109,JE
GB257-tira1254,tira1254,GB257,0,GB257-0,,s_Stevenson_Tira[93],Stevenson 2009:93,SVM
GB257-tiri1258,tiri1258,GB257,1,GB257-1,,g_Osumi_Tinrin[227-228],Osumi (1995:227-228),CAO;ER
GB257-tiri1261,tiri1261,GB257,1,GB257-1,Separate to tag question intonations,g_Osumi_Tinrin[28],Osumi 1995:28,NP
GB257-tiru1241,tiru1241,GB257,1,GB257-1,"No overt description of polar interrogatives, but all examples of them are formally the same as indicative clauses, which suggests they are made interrogatives by intonation only.","s_Bennasar_Tiruray[25,34]","Bennásar 1892:25,34",JE
GB257-tita1241,tita1241,GB257,1,GB257-1,,st_Bowern_Titan[152],Bowern (2011: 152),GB
GB257-tivv1240,tivv1240,GB257,?,,,s_Abraham_Tiv,Abraham 1968:in passim,HS
GB257-toab1237,toab1237,GB257,1,GB257-1,,g_Lichtenberk_Toqabaqita[791],Lichtenberk 2008:791,NP
GB257-toar1246,toar1246,GB257,1,GB257-1,,hvs_Brown_Eleman_1973[333],Brown 1973:333,NP
GB257-toba1268,toba1268,GB257,1,GB257-1,,s_Unruhetal_Toba[84],Unruh et al. 2003: 84,JE
GB257-tobe1252,tobe1252,GB257,?,,"Insufficient evidence to say definitively, no section on polar interrogation",g_Holton_Tobelo,Holton 2003,DP
GB257-toda1252,toda1252,GB257,0,GB257-0,,gt_Emeneau_Toda[18],Emeneau (1984:18),KS
GB257-toho1245,toho1245,GB257,1,GB257-1,,g_Saxton_Papago[147],Saxton (1982:147),JLA
GB257-tojo1241,tojo1241,GB257,1,GB257-1,,g_Furbee-Losee_Tojolabal[30],"Furbee-Losee (1976:30) ; Antonio Magaña Macías (p.c., 2016)",RHE
GB257-toke1240,toke1240,GB257,1,GB257-1,,s_Hooper_Tokelauan[107],Hooper 1996:107,SY
GB257-tokp1240,tokp1240,GB257,1,GB257-1,,s_SmithSiegel_Tok-Pisin,Smith & Siegel 2013a:220,NP
